age,gender,province,education,n
58,Female,Manitoba,University certificate or diploma below the bachelor level,2
58,Female,Manitoba,"University certificate, diploma or degree above the bachelor level",1
58,Female,New Brunswick,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",6
58,Female,New Brunswick,"College, CEGEP or other non-university certificate or diploma",3
58,Female,New Brunswick,High school diploma or a high school equivalency certificate,11
58,Female,New Brunswick,University certificate or diploma below the bachelor level,1
58,Female,New Brunswick,"University certificate, diploma or degree above the bachelor level",2
58,Female,Newfoundland and Labrador,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
58,Female,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",9
58,Female,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,1
58,Female,Newfoundland and Labrador,Less than high school diploma or its equivalent,2
58,Female,Newfoundland and Labrador,University certificate or diploma below the bachelor level,1
58,Female,Newfoundland and Labrador,"University certificate, diploma or degree above the bachelor level",2
58,Female,Nova Scotia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
58,Female,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",9
58,Female,Nova Scotia,High school diploma or a high school equivalency certificate,3
58,Female,Nova Scotia,Less than high school diploma or its equivalent,3
58,Female,Nova Scotia,"University certificate, diploma or degree above the bachelor level",2
58,Female,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",9
58,Female,Ontario,"College, CEGEP or other non-university certificate or diploma",21
58,Female,Ontario,High school diploma or a high school equivalency certificate,9
58,Female,Ontario,Less than high school diploma or its equivalent,3
58,Female,Ontario,University certificate or diploma below the bachelor level,3
58,Female,Ontario,"University certificate, diploma or degree above the bachelor level",6
58,Female,Prince Edward Island,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
58,Female,Prince Edward Island,"College, CEGEP or other non-university certificate or diploma",4
58,Female,Prince Edward Island,High school diploma or a high school equivalency certificate,5
58,Female,Prince Edward Island,University certificate or diploma below the bachelor level,1
58,Female,Quebec,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",6
58,Female,Quebec,"College, CEGEP or other non-university certificate or diploma",15
58,Female,Quebec,High school diploma or a high school equivalency certificate,14
58,Female,Quebec,Less than high school diploma or its equivalent,4
58,Female,Quebec,University certificate or diploma below the bachelor level,3
58,Female,Quebec,"University certificate, diploma or degree above the bachelor level",3
58,Female,Saskatchewan,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
58,Female,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",3
58,Female,Saskatchewan,High school diploma or a high school equivalency certificate,6
58,Female,Saskatchewan,Less than high school diploma or its equivalent,2
58,Female,Saskatchewan,University certificate or diploma below the bachelor level,1
58,Male,Alberta,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
58,Male,Alberta,"College, CEGEP or other non-university certificate or diploma",4
58,Male,Alberta,High school diploma or a high school equivalency certificate,4
58,Male,Alberta,Less than high school diploma or its equivalent,3
58,Male,Alberta,University certificate or diploma below the bachelor level,1
58,Male,Alberta,"University certificate, diploma or degree above the bachelor level",1
58,Male,British Columbia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",5
58,Male,British Columbia,"College, CEGEP or other non-university certificate or diploma",2
58,Male,British Columbia,High school diploma or a high school equivalency certificate,7
58,Male,British Columbia,Less than high school diploma or its equivalent,1
58,Male,British Columbia,University certificate or diploma below the bachelor level,2
58,Male,British Columbia,"University certificate, diploma or degree above the bachelor level",2
58,Male,Manitoba,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
58,Male,Manitoba,"College, CEGEP or other non-university certificate or diploma",1
58,Male,Manitoba,High school diploma or a high school equivalency certificate,5
58,Male,Manitoba,Less than high school diploma or its equivalent,5
58,Male,Manitoba,University certificate or diploma below the bachelor level,3
58,Male,Manitoba,"University certificate, diploma or degree above the bachelor level",1
58,Male,New Brunswick,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
58,Male,New Brunswick,"College, CEGEP or other non-university certificate or diploma",1
58,Male,New Brunswick,Less than high school diploma or its equivalent,4
58,Male,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",1
58,Male,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,2
58,Male,Newfoundland and Labrador,Less than high school diploma or its equivalent,4
58,Male,Nova Scotia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
58,Male,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",3
58,Male,Nova Scotia,Less than high school diploma or its equivalent,5
58,Male,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",10
58,Male,Ontario,"College, CEGEP or other non-university certificate or diploma",18
58,Male,Ontario,High school diploma or a high school equivalency certificate,25
58,Male,Ontario,Less than high school diploma or its equivalent,7
58,Male,Ontario,University certificate or diploma below the bachelor level,4
58,Male,Ontario,"University certificate, diploma or degree above the bachelor level",5
58,Male,Prince Edward Island,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
58,Male,Prince Edward Island,"College, CEGEP or other non-university certificate or diploma",1
58,Male,Prince Edward Island,High school diploma or a high school equivalency certificate,1
58,Male,Prince Edward Island,Less than high school diploma or its equivalent,2
58,Male,Prince Edward Island,University certificate or diploma below the bachelor level,1
58,Male,Prince Edward Island,"University certificate, diploma or degree above the bachelor level",1
58,Male,Quebec,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",6
58,Male,Quebec,"College, CEGEP or other non-university certificate or diploma",11
58,Male,Quebec,High school diploma or a high school equivalency certificate,7
58,Male,Quebec,Less than high school diploma or its equivalent,4
58,Male,Quebec,University certificate or diploma below the bachelor level,1
58,Male,Quebec,"University certificate, diploma or degree above the bachelor level",5
58,Male,Saskatchewan,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
58,Male,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",4
58,Male,Saskatchewan,High school diploma or a high school equivalency certificate,1
58,Male,Saskatchewan,Less than high school diploma or its equivalent,4
58,Male,Saskatchewan,University certificate or diploma below the bachelor level,1
59,Female,Alberta,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
59,Female,Alberta,"College, CEGEP or other non-university certificate or diploma",6
59,Female,Alberta,High school diploma or a high school equivalency certificate,3
59,Female,Alberta,Less than high school diploma or its equivalent,2
59,Female,Alberta,"University certificate, diploma or degree above the bachelor level",1
59,Female,British Columbia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",7
59,Female,British Columbia,"College, CEGEP or other non-university certificate or diploma",10
59,Female,British Columbia,High school diploma or a high school equivalency certificate,8
59,Female,British Columbia,Less than high school diploma or its equivalent,1
59,Female,British Columbia,"University certificate, diploma or degree above the bachelor level",5
59,Female,Manitoba,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",4
59,Female,Manitoba,"College, CEGEP or other non-university certificate or diploma",5
59,Female,Manitoba,High school diploma or a high school equivalency certificate,5
59,Female,Manitoba,Less than high school diploma or its equivalent,3
59,Female,Manitoba,University certificate or diploma below the bachelor level,1
59,Female,Manitoba,"University certificate, diploma or degree above the bachelor level",2
59,Female,New Brunswick,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
59,Female,New Brunswick,"College, CEGEP or other non-university certificate or diploma",2
59,Female,New Brunswick,High school diploma or a high school equivalency certificate,6
59,Female,New Brunswick,Less than high school diploma or its equivalent,1
59,Female,New Brunswick,University certificate or diploma below the bachelor level,1
59,Female,New Brunswick,"University certificate, diploma or degree above the bachelor level",1
59,Female,Newfoundland and Labrador,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
59,Female,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",7
59,Female,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,3
59,Female,Newfoundland and Labrador,Less than high school diploma or its equivalent,3
59,Female,Newfoundland and Labrador,"University certificate, diploma or degree above the bachelor level",2
59,Female,Nova Scotia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
59,Female,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",15
59,Female,Nova Scotia,High school diploma or a high school equivalency certificate,4
59,Female,Nova Scotia,Less than high school diploma or its equivalent,2
59,Female,Nova Scotia,"University certificate, diploma or degree above the bachelor level",1
59,Female,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",13
59,Female,Ontario,"College, CEGEP or other non-university certificate or diploma",20
59,Female,Ontario,High school diploma or a high school equivalency certificate,9
59,Female,Ontario,Less than high school diploma or its equivalent,8
59,Female,Ontario,University certificate or diploma below the bachelor level,2
59,Female,Ontario,"University certificate, diploma or degree above the bachelor level",3
59,Female,Prince Edward Island,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
59,Female,Prince Edward Island,"College, CEGEP or other non-university certificate or diploma",6
59,Female,Prince Edward Island,High school diploma or a high school equivalency certificate,2
59,Female,Prince Edward Island,University certificate or diploma below the bachelor level,1
59,Female,Prince Edward Island,"University certificate, diploma or degree above the bachelor level",1
